chromosome	index1	index2	gene	probability	annotation	index3	index4	value
chr4	140646641	140697373	SETD7|0.618|17.7%	0.618	.	140646642	140697373	200,55,0
chr4	140806371	140844857	MGST2|0.265|61.5%	0.265	.	140806372	140844857	75,180,0
chr4	140859926	141031580	MAML3|0.374|42.1%	0.374	.	140859927	141031580	125,130,0
chr4	141397889	141523158	SCOC|0.403|38.1%	0.403	.	141397890	141523158	150,105,0
chr4	141529058	141568232	CLGN|0.263|62.0%	0.263	.	141529059	141568232	75,180,0
chr4	141664771	141694374	ELMOD2|0.429|34.7%	0.429	.	141664772	141694374	150,105,0
chr4	141700499	141709457	UCP1|0.270|60.4%	0.270	.	141700500	141709457	75,180,0
chr4	141762798	141896921	TBC1D9|0.339|47.4%	0.339	.	141762799	141896921	125,130,0
chr4	142006174	142274066	RNF150|0.280|58.0%	0.280	.	142006175	142274066	100,155,0
chr4	142361540	142375298	ZNF330|0.246|66.5%	0.246	.	142361541	142375298	75,180,0
chr4	142777203	142874062	IL15|0.245|66.7%	0.245	.	142777204	142874062	75,180,0
chr4	143168635	143603331	INPP4B|0.115|95.6%	0.115	.	143168636	143603331	0,255,0
chr4	144325547	144362087	USP38|0.233|69.8%	0.233	.	144325548	144362087	75,180,0
chr4	144477499	144610728	GAB1|0.671|14.4%	0.671	.	144477500	144610728	200,55,0
chr4	144654065	144694016	SMARCA5|0.975|1.5%	0.975	.	144654066	144694016	255,0,0
chr4	145249905	145281296	GYPA|0.123|94.6%	0.123	.	145249906	145281296	0,255,0
chr4	145786622	145879337	HHIP|0.337|47.7%	0.337	.	145786623	145879337	125,130,0
chr4	146238605	146270126	ABCE1|0.614|18.0%	0.614	.	146238606	146270126	200,55,0
chr4	146274251	146320575	OTUD4|0.522|25.2%	0.522	.	146274252	146320575	175,80,0
chr4	146622400	146699773	SMAD1|0.963|2.0%	0.963	.	146622401	146699773	255,0,0
chr4	146759989	146799293	MMAA|0.192|80.0%	0.192	.	146759990	146799293	50,205,0
chr4	146901341	147079057	ZNF827|0.609|18.4%	0.609	.	146901342	147079057	200,55,0
chr4	147316330	147330646	LSM6|0.904|4.0%	0.904	.	147316331	147330646	255,0,0
chr4	147394593	147662542	SLC10A7|0.336|48.0%	0.336	.	147394594	147662542	125,130,0
chr4	147779494	147783073	POU4F2|0.710|12.3%	0.710	.	147779495	147783073	200,55,0
chr4	147847629	148086484	TTC29|0.121|94.8%	0.121	.	147847630	148086484	0,255,0
chr4	148621574	148685555	EDNRA|0.485|28.6%	0.485	.	148621575	148685555	175,80,0
chr4	148872902	149213376	ARHGAP10|0.247|66.2%	0.247	.	148872903	149213376	75,180,0
chr4	149219364	149583093	NR3C2|0.365|43.4%	0.365	.	149219365	149583093	125,130,0
chr4	151218875	151398033	DCLK2|0.232|70.1%	0.232	.	151218876	151398033	50,205,0
chr4	151405043	152156329	LRBA|0.460|31.2%	0.460	.	151405044	152156329	150,105,0
chr4	151722752	151725293	MAB21L2|0.688|13.4%	0.688	.	151722753	151725293	200,55,0
chr4	152260885	152367022	SH3D19|0.388|40.2%	0.388	.	152260886	152367022	125,130,0
chr4	152811461	152901609	PET112L|0.114|95.7%	0.114	.	152811462	152901609	0,255,0
chr4	153461859	153675622	FBXW7|0.977|1.4%	0.977	.	153461860	153675622	255,0,0
chr4	153766726	153820641	TMEM154|0.093|97.6%	0.093	.	153766727	153820641	0,255,0
chr4	153909957	153920343	TIGD4|0.277|58.7%	0.277	.	153909958	153920343	100,155,0
chr4	153920561	154052514	ARFIP1|0.452|32.1%	0.452	.	153920562	154052514	150,105,0
chr4	154345067	154479924	TRIM2|0.636|16.4%	0.636	.	154345068	154479924	200,55,0
chr4	154485250	154555693	MND1|0.594|19.3%	0.594	.	154485251	154555693	200,55,0
chr4	154606947	154777313	KIAA0922|0.462|31.0%	0.462	.	154606948	154777313	150,105,0
chr4	154843471	154846688	TLR2|0.364|43.6%	0.364	.	154843472	154846688	125,130,0
chr4	154850762	154900837	RNF175|0.149|90.1%	0.149	.	154850763	154900837	0,255,0
chr4	154921193	154929678	SFRP2|0.861|5.7%	0.861	.	154921194	154929678	255,0,0
chr4	155677112	155690973	PLRG1|0.621|17.5%	0.621	.	155677113	155690973	200,55,0
chr4	155703595	155711683	FGB|0.720|11.8%	0.720	.	155703596	155711683	200,55,0
chr4	155723729	155731368	FGA|0.303|53.6%	0.303	.	155723730	155731368	100,155,0
chr4	155732830	155753451	FGG|0.468|30.3%	0.468	.	155732831	155753451	150,105,0
chr4	155884601	155893720	LRAT|0.182|83.0%	0.182	.	155884602	155893720	25,230,0
chr4	155921949	155969414	RBM46|0.417|36.2%	0.417	.	155921950	155969414	150,105,0
chr4	156349230	156357677	NPY2R|0.421|35.7%	0.421	.	156349231	156357677	150,105,0
chr4	156807327	156872926	GUCY1A3|0.225|71.9%	0.225	.	156807328	156872926	50,205,0
chr4	156899660	156951636	GUCY1B3|0.359|44.3%	0.359	.	156899661	156951636	125,130,0
chr4	157044296	157061000	TDO2|0.183|82.7%	0.183	.	157044297	157061000	25,230,0
chr4	157064727	157094498	CTSO|0.343|46.8%	0.343	.	157064728	157094498	125,130,0
chr4	157902213	158111996	PDGFC|0.418|36.1%	0.418	.	157902214	158111996	150,105,0
chr4	158216787	158312299	GLRB|0.727|11.4%	0.727	.	158216788	158312299	200,55,0
chr4	158361185	158506677	GRIA2|0.390|40.1%	0.390	.	158361186	158506677	125,130,0
chr4	159265212	159313652	C4orf18|0.264|61.8%	0.264	.	159265213	159313652	75,180,0
chr4	159351125	159395886	TMEM144|0.180|83.7%	0.180	.	159351126	159395886	25,230,0
chr4	159662378	159793969	RXFP1|0.311|52.3%	0.311	.	159662379	159793969	100,155,0
chr4	159812726	159849292	ETFDH|0.124|94.4%	0.124	.	159812727	159849292	0,255,0
chr4	162524500	163304636	FSTL5|0.277|58.7%	0.277	.	162524501	163304636	100,155,0
chr4	164269274	164307523	NAF1|0.252|64.7%	0.252	.	164269275	164307523	75,180,0
chr4	164464566	164473198	NPY1R|0.469|30.2%	0.469	.	164464567	164473198	150,105,0
chr4	164484540	164492534	NPY5R|0.331|48.7%	0.331	.	164484541	164492534	125,130,0
chr4	164612455	164614336	TKTL2|0.445|32.7%	0.445	.	164612456	164614336	150,105,0
chr4	164667737	164994733	MARCH1|0.265|61.5%	0.265	.	164667738	164994733	75,180,0
chr4	165337608	165338313	ANP32C|0.143|91.3%	0.143	.	165337609	165338313	0,255,0
chr4	166180668	166182346	TRIM60|0.176|84.8%	0.176	.	166180669	166182346	25,230,0
chr4	166348237	166463748	KLHL2|0.268|60.9%	0.268	.	166348238	166463748	75,180,0
chr4	166468267	166483757	SC4MOL|0.628|16.9%	0.628	.	166468268	166483757	200,55,0
chr4	166519539	166638926	CPE|0.713|12.1%	0.713	.	166519540	166638926	200,55,0
chr4	167013859	167244443	TLL1|0.610|18.3%	0.610	.	167013860	167244443	200,55,0
chr4	167891109	168392316	SPOCK3|0.215|74.5%	0.215	.	167891110	168392316	50,205,0
chr4	169374020	169476478	DDX60|0.226|71.5%	0.226	.	169374021	169476478	50,205,0
chr4	170145318	170167997	CBR4|0.345|46.4%	0.345	.	170145319	170167997	125,130,0
chr4	170251981	170428824	SH3RF1|0.651|15.4%	0.651	.	170251982	170428824	200,55,0
chr4	170557812	170770307	NEK1|0.623|17.4%	0.623	.	170557813	170770307	200,55,0
chr4	170778296	170878731	CLCN3|0.529|24.5%	0.529	.	170778297	170878731	175,80,0
chr4	170887204	170915637	C4orf27|0.144|91.0%	0.144	.	170887205	170915637	0,255,0
chr4	171144324	171184936	MFAP3L|0.562|21.7%	0.562	.	171144325	171184936	175,80,0
chr4	171217947	171247947	AADAT|0.140|91.8%	0.140	.	171217948	171247947	0,255,0
chr4	174326478	174481692	GALNT7|0.335|48.1%	0.335	.	174326479	174481692	125,130,0
chr4	174489362	174492167	HMGB2|0.936|3.0%	0.936	.	174489363	174492167	255,0,0
chr4	174528667	174535257	SAP30|0.342|47.0%	0.342	.	174528668	174535257	125,130,0
chr4	174684226	174687953	HAND2|0.720|11.7%	0.720	.	174684227	174687953	200,55,0
chr4	175394383	175441977	FBXO8|0.210|75.8%	0.210	.	175394384	175441977	50,205,0
chr4	175441630	175490017	KIAA1712|0.228|71.0%	0.228	.	175441631	175490017	50,205,0
chr4	175647957	175680213	HPGD|0.622|17.4%	0.622	.	175647958	175680213	200,55,0
chr4	175799772	175987040	GLRA3|0.523|25.2%	0.523	.	175799773	175987040	175,80,0
chr4	176076131	176135905	ADAM29|0.168|86.3%	0.168	.	176076132	176135905	25,230,0
chr4	176791082	177160642	GPM6A|0.766|9.6%	0.766	.	176791083	177160642	255,0,0
chr4	177342718	177353816	SPATA4|0.108|96.2%	0.108	.	177342719	177353816	0,255,0
chr4	177371824	177427367	ASB5|0.467|30.4%	0.467	.	177371825	177427367	150,105,0
chr4	177478125	177486490	SPCS3|0.174|85.1%	0.174	.	177478126	177486490	25,230,0
chr4	177841684	177950889	VEGFC|0.406|37.7%	0.406	.	177841685	177950889	150,105,0
chr4	178468021	178520994	NEIL3|0.110|96.1%	0.110	.	178468022	178520994	0,255,0
chr4	178588917	178600585	AGA|0.087|98.0%	0.087	.	178588918	178600585	0,255,0
chr4	184048237	184075624	DCTD|0.312|52.1%	0.312	.	184048238	184075624	100,155,0
chr4	184257439	184478924	WWC2|0.499|27.4%	0.499	.	184257440	184478924	175,80,0
chr4	184602793	184606340	CDKN2AIP|0.673|14.3%	0.673	.	184602794	184606340	200,55,0
chr4	184663213	184669243	ING2|0.860|5.7%	0.860	.	184663214	184669243	255,0,0
chr4	184797782	184817325	RWDD4A|0.311|52.3%	0.311	.	184797783	184817325	100,155,0
chr4	184817435	184884878	C4orf41|0.177|84.5%	0.177	.	184817436	184884878	25,230,0
chr4	185063502	185175835	STOX2|0.576|20.7%	0.576	.	185063503	185175835	175,80,0
chr4	185246853	185376013	ENPP6|0.238|68.5%	0.238	.	185246854	185376013	75,180,0
chr4	185545885	185587219	IRF2|0.561|21.9%	0.561	.	185545886	185587219	175,80,0
chr4	185852231	185892280	MLF1IP|0.624|17.3%	0.624	.	185852232	185892280	200,55,0
chr4	185913743	185984209	ACSL1|0.334|48.2%	0.334	.	185913744	185984209	125,130,0
chr4	186177076	186178920	HELT|0.456|31.6%	0.456	.	186177077	186178920	150,105,0
chr4	186301391	186305418	SLC25A4|0.375|42.0%	0.375	.	186301392	186305418	125,130,0
chr4	186368277	186527942	SNX25|0.166|86.7%	0.166	.	186368278	186527942	25,230,0
chr4	186522026	186537146	LRP2BP|0.584|20.1%	0.584	.	186522027	186537146	175,80,0
chr4	186554833	186558384	ANKRD37|0.159|88.0%	0.159	.	186554834	186558384	25,230,0
chr4	186558436	186584062	UFSP2|0.323|50.1%	0.323	.	186558437	186584062	100,155,0
chr4	186603335	186629879	CCDC110|0.169|86.2%	0.169	.	186603336	186629879	25,230,0
chr4	186659904	186693650	PDLIM3|0.325|49.7%	0.325	.	186659905	186693650	125,130,0
chr4	186743591	187114516	SORBS2|0.533|24.3%	0.533	.	186743592	187114516	175,80,0
chr4	187227302	187243244	TLR3|0.180|83.7%	0.180	.	187227303	187243244	25,230,0
chr4	187349667	187371605	CYP4V2|0.280|58.0%	0.280	.	187349668	187371605	100,155,0
chr4	187385618	187416618	KLKB1|0.501|27.3%	0.501	.	187385619	187416618	175,80,0
chr4	187424111	187447829	F11|0.104|96.7%	0.104	.	187424112	187447829	0,255,0
chr4	187691807	187713715	MTNR1A|0.164|87.1%	0.164	.	187691808	187713715	25,230,0
chr4	189153918	189163193	ZFP42|0.322|50.2%	0.322	.	189153919	189163193	100,155,0
chr4	189249420	189263402	TRIML2|0.107|96.5%	0.107	.	189249421	189263402	0,255,0
chr4	189297591	189305643	TRIML1|0.301|54.1%	0.301	.	189297592	189305643	100,155,0
chr5	257874	271297	CCDC127|0.222|72.8%	0.222	.	257875	271297	50,205,0
chr5	496333	520407	EXOC3|0.290|56.2%	0.290	.	496334	520407	100,155,0
chr5	665404	706664	CEP72|0.158|88.3%	0.158	.	665405	706664	25,230,0
chr5	712977	746510	TPPP|0.432|34.3%	0.432	.	712978	746510	150,105,0
chr5	916855	945915	BRD9|0.216|74.4%	0.216	.	916856	945915	50,205,0
chr5	946003	971156	TRIP13|0.560|21.9%	0.560	.	946004	971156	175,80,0
chr5	1062076	1091925	NKD2|0.232|70.2%	0.232	.	1062077	1091925	50,205,0
chr5	1254709	1276375	SLC6A19|0.293|55.7%	0.293	.	1254710	1276375	100,155,0
chr5	1278469	1299303	SLC6A18|0.121|94.8%	0.121	.	1278470	1299303	0,255,0
chr5	1306288	1348162	TERT|0.362|43.9%	0.362	.	1306289	1348162	125,130,0
chr5	1370982	1397999	CLPTM1L|0.321|50.4%	0.321	.	1370983	1397999	100,155,0
chr5	1445913	1498545	SLC6A3|0.346|46.3%	0.346	.	1445914	1498545	125,130,0
chr5	1514543	1577076	LPCAT1|0.179|83.9%	0.179	.	1514544	1577076	25,230,0
chr5	1851498	1852946	MRPL36|0.233|69.8%	0.233	.	1851499	1852946	75,180,0
chr5	1854508	1869161	NDUFS6|0.129|93.5%	0.129	.	1854509	1869161	0,255,0
chr5	1930548	1935880	IRX4|0.685|13.6%	0.685	.	1930549	1935880	200,55,0
chr5	2798958	2804774	IRX2|0.569|21.2%	0.569	.	2798959	2804774	175,80,0
chr5	3649167	3654517	IRX1|0.402|38.1%	0.402	.	3649168	3654517	150,105,0
chr5	5193442	5373412	ADAMTS16|0.251|65.1%	0.251	.	5193443	5373412	75,180,0
chr5	6425039	6431639	MED10|0.676|14.2%	0.676	.	6425040	6431639	200,55,0
chr5	6652354	6686157	NSUN2|0.827|6.9%	0.827	.	6652355	6686157	255,0,0
chr5	6686499	6722673	SRD5A1|0.123|94.5%	0.123	.	6686500	6722673	0,255,0
chr5	6767717	6810161	POLS|0.647|15.7%	0.647	.	6767718	6810161	200,55,0
chr5	7449342	7883194	ADCY2|0.517|25.8%	0.517	.	7449343	7883194	175,80,0
chr5	7912272	7922122	FASTKD3|0.085|98.2%	0.085	.	7912273	7922122	0,255,0
chr5	7922216	7954233	MTRR|0.086|98.1%	0.086	.	7922217	7954233	0,255,0
chr5	9088138	9599233	SEMA5A|0.325|49.7%	0.325	.	9088139	9599233	125,130,0
chr5	10303281	10319501	CCT5|0.827|6.9%	0.827	.	10303282	10319501	255,0,0
chr5	10330706	10361168	CMBL|0.189|81.0%	0.189	.	10330707	10361168	25,230,0
chr5	10406827	10488491	MARCH6|0.375|41.9%	0.375	.	10406828	10488491	125,130,0
chr5	10495012	10518135	ROPN1L|0.174|85.2%	0.174	.	10495013	10518135	25,230,0
chr5	10732354	10814337	DAP|0.070|99.0%	0.070	.	10732355	10814337	0,255,0
chr5	11024977	11957110	CTNND2|0.464|30.9%	0.464	.	11024978	11957110	150,105,0
chr5	13745038	13997589	DNAH5|0.198|78.8%	0.198	.	13745039	13997589	50,205,0
chr5	14634931	14664205	FAM105A|0.188|81.3%	0.188	.	14634932	14664205	25,230,0
chr5	14717782	14752842	FAM105B|0.194|79.7%	0.194	.	14717783	14752842	50,205,0
chr5	14762018	14924876	ANKH|0.215|74.6%	0.215	.	14762019	14924876	50,205,0
chr5	15669090	15990295	FBXL7|0.598|19.0%	0.598	.	15669091	15990295	200,55,0
chr5	16504628	16518898	ZNF622|0.158|88.4%	0.158	.	16504629	16518898	25,230,0
chr5	16526147	16670118	FAM134B|0.669|14.5%	0.669	.	16526148	16670118	200,55,0
chr5	16715018	16936722	MYO10|0.495|27.8%	0.495	.	16715019	16936722	175,80,0
chr5	17270749	17329935	BASP1|0.297|55.0%	0.297	.	17270750	17329935	100,155,0
chr5	19508897	20024096	CDH18|0.585|19.9%	0.585	.	19508898	20024096	200,55,0
chr5	21786731	22889488	CDH12|0.353|45.3%	0.353	.	21786732	22889488	125,130,0
chr5	23543480	23564463	PRDM9|0.144|91.1%	0.144	.	23543481	23564463	0,255,0
chr5	24522966	24680668	CDH10|0.483|28.8%	0.483	.	24522967	24680668	175,80,0
chr5	26916465	27074446	CDH9|0.478|29.3%	0.478	.	26916466	27074446	175,80,0
chr5	31229552	31360994	CDH6|0.801|8.2%	0.801	.	31229553	31360994	255,0,0
chr5	31436365	31564970	RNASEN|0.702|12.6%	0.702	.	31436366	31564970	200,55,0
chr5	31498531	31590043	C5orf22|0.237|68.8%	0.237	.	31498532	31590043	75,180,0
chr5	31834787	32146794	PDZD2|0.198|78.9%	0.198	.	31834788	32146794	50,205,0
chr5	32747421	32823009	NPR3|0.718|11.8%	0.718	.	32747422	32823009	200,55,0
chr5	33476654	33503953	TARS|0.864|5.6%	0.864	.	33476655	33503953	255,0,0
chr5	33563042	33928054	ADAMTS12|0.194|79.6%	0.194	.	33563043	33928054	50,205,0
chr5	33972245	33974099	RXFP3|0.120|95.0%	0.120	.	33972246	33974099	0,255,0
chr5	33980480	34020537	SLC45A2|0.191|80.3%	0.191	.	33980481	34020537	25,230,0
chr5	34692274	34868473	RAI14|0.336|48.0%	0.336	.	34692275	34868473	125,130,0
chr5	34938267	34954139	RAD1|0.501|27.3%	0.501	.	34938268	34954139	175,80,0
chr5	34951576	34961542	BXDC2|0.878|5.0%	0.878	.	34951577	34961542	255,0,0
chr5	34965454	34994825	DNAJC21|0.234|69.6%	0.234	.	34965455	34994825	75,180,0
chr5	35033964	35083780	AGXT2|0.274|59.4%	0.274	.	35033965	35083780	100,155,0
chr5	35084620	35266334	PRLR|0.161|87.8%	0.161	.	35084621	35266334	25,230,0
chr5	35653745	35850469	SPEF2|0.209|76.2%	0.209	.	35653746	35850469	50,205,0
chr5	35892747	35912678	IL7R|0.623|17.4%	0.623	.	35892748	35912678	200,55,0
chr5	35940156	35974638	CAPSL|0.190|80.7%	0.190	.	35940157	35974638	25,230,0
chr5	35988966	36027256	UGT3A1|0.112|95.9%	0.112	.	35988967	36027256	0,255,0
chr5	36139170	36187772	LMBRD2|0.270|60.3%	0.270	.	36139171	36187772	75,180,0
chr5	36187945	36219902	SKP2|0.849|6.1%	0.849	.	36187946	36219902	255,0,0
chr5	36228450	36278015	C5orf33|0.253|64.6%	0.253	.	36228451	36278015	75,180,0
chr5	36284861	36337761	RANBP3L|0.245|66.7%	0.245	.	36284862	36337761	75,180,0
chr5	36642445	36724191	SLC1A3|0.386|40.6%	0.386	.	36642446	36724191	125,130,0
chr5	36912648	37101678	NIPBL|0.906|4.0%	0.906	.	36912649	37101678	255,0,0
chr5	37327697	37406954	NUP155|0.941|2.8%	0.941	.	37327698	37406954	255,0,0
chr5	37415168	37788529	WDR70|0.348|46.1%	0.348	.	37415169	37788529	125,130,0
chr5	37848535	37875539	GDNF|0.745|10.4%	0.745	.	37848536	37875539	200,55,0
chr5	38294289	38501338	EGFLAM|0.312|52.0%	0.312	.	38294290	38501338	100,155,0
chr5	38510822	38631253	LIFR|0.691|13.2%	0.691	.	38510823	38631253	200,55,0
chr5	38881892	38970159	OSMR|0.254|64.2%	0.254	.	38881893	38970159	75,180,0
chr5	39141114	39255424	FYB|0.146|90.6%	0.146	.	39141115	39255424	0,255,0
chr5	39320762	39400412	C9|0.219|73.5%	0.219	.	39320763	39400412	50,205,0
chr5	39407536	39461092	DAB2|0.414|36.7%	0.414	.	39407537	39461092	150,105,0
chr5	40747438	40791829	TTC33|0.271|60.2%	0.271	.	40747439	40791829	75,180,0
chr5	40867186	40871144	RPL37|0.711|12.2%	0.711	.	40867187	40871144	200,55,0
chr5	40877042	40895948	CARD6|0.085|98.3%	0.085	.	40877043	40895948	0,255,0
chr5	40945355	41018794	C7|0.506|26.8%	0.506	.	40945356	41018794	175,80,0
chr5	41178092	41297297	C6|0.130|93.4%	0.130	.	41178093	41297297	0,255,0
chr5	41342804	41546487	PLCXD3|0.424|35.3%	0.424	.	41342805	41546487	150,105,0
chr5	41765924	41906548	OXCT1|0.184|82.4%	0.184	.	41765925	41906548	25,230,0
chr5	41961112	41977420	FBXO4|0.199|78.7%	0.199	.	41961113	41977420	50,205,0
chr5	42459782	42757682	GHR|0.517|25.7%	0.517	.	42459783	42757682	175,80,0
chr5	43075257	43079029	C5orf39|0.080|98.6%	0.080	.	43075258	43079029	0,255,0
chr5	43157398	43211578	ZNF131|0.381|41.3%	0.381	.	43157399	43211578	125,130,0
chr5	43325249	43349352	HMGCS1|0.479|29.3%	0.479	.	43325250	43349352	175,80,0
chr5	43417356	43448245	CCL28|0.242|67.4%	0.242	.	43417357	43448245	75,180,0
chr5	43522566	43550944	C5orf34|0.320|50.5%	0.320	.	43522567	43550944	100,155,0
chr5	43638581	43743264	NNT|0.418|36.0%	0.418	.	43638582	43743264	150,105,0
chr5	44340830	44424623	FGF10|0.666|14.5%	0.666	.	44340831	44424623	200,55,0
chr5	44844783	44851371	MRPS30|0.418|36.1%	0.418	.	44844784	44851371	150,105,0
chr5	45295124	45731977	HCN1|0.618|17.7%	0.618	.	45295125	45731977	200,55,0
chr5	49730235	49772958	EMB|0.084|98.3%	0.084	.	49730236	49772958	0,255,0
chr5	49998569	50173926	PARP8|0.429|34.7%	0.429	.	49998570	50173926	150,105,0
chr5	50714714	50726308	ISL1|0.508|26.6%	0.508	.	50714715	50726308	175,80,0
chr5	52119892	52285241	ITGA1|0.546|23.2%	0.546	.	52119893	52285241	175,80,0
chr5	52320912	52426365	ITGA2|0.401|38.4%	0.401	.	52320913	52426365	150,105,0
chr5	52427265	52441336	MOCS2|0.141|91.6%	0.141	.	52427266	52441336	0,255,0
chr5	52812173	52817659	FST|0.841|6.4%	0.841	.	52812174	52817659	255,0,0
chr5	52892241	53014922	NDUFS4|0.470|30.1%	0.470	.	52892242	53014922	150,105,0
chr5	53787201	53787964	HSPB3|0.267|61.0%	0.267	.	53787202	53787964	75,180,0
chr5	54309914	54317167	ESM1|0.222|72.7%	0.222	.	54309915	54317167	50,205,0
chr5	54355863	54365717	GZMK|0.186|81.9%	0.186	.	54355864	54365717	25,230,0
chr5	54434229	54441818	GZMA|0.183|82.9%	0.183	.	54434230	54441818	25,230,0
chr5	54444579	54504760	CDC20B|0.243|67.1%	0.243	.	54444580	54504760	75,180,0
chr5	54562739	54565265	CCNO|0.159|88.1%	0.159	.	54562740	54565265	25,230,0
chr5	54587830	54639278	DHX29|0.679|14.0%	0.679	.	54587831	54639278	200,55,0
chr5	54639593	54757163	SKIV2L2|0.637|16.3%	0.637	.	54639594	54757163	200,55,0
chr5	54957429	55043909	SLC38A9|0.193|79.9%	0.193	.	54957430	55043909	50,205,0
chr5	55069626	55148519	DDX4|0.678|14.0%	0.678	.	55069627	55148519	200,55,0
chr5	55182963	55254435	IL31RA|0.114|95.7%	0.114	.	55182964	55254435	0,255,0
chr5	55431263	55564943	ANKRD55|0.186|81.8%	0.186	.	55431264	55564943	25,230,0
chr5	56251185	56292377	MIER3|0.548|22.9%	0.548	.	56251186	56292377	175,80,0
chr5	56505700	56594666	GPBP1|0.822|7.2%	0.822	.	56505701	56594666	255,0,0
chr5	57785570	57791670	PLK2|0.421|35.8%	0.421	.	57785571	57791670	150,105,0
chr5	57914695	58183162	RAB3C|0.617|17.8%	0.617	.	57914696	58183162	200,55,0
chr5	58300628	59320301	PDE4D|0.363|43.6%	0.363	.	58300629	59320301	125,130,0
chr5	59928505	60031718	DEPDC1B|0.786|8.8%	0.786	.	59928506	60031718	255,0,0
chr5	60083375	60119016	ELOVL7|0.217|73.9%	0.217	.	60083376	60119016	50,205,0
chr5	60205414	60276648	ERCC8|0.589|19.6%	0.589	.	60205415	60276648	200,55,0
chr5	61637745	61718998	KIF2A|0.282|57.6%	0.282	.	61637746	61718998	100,155,0
chr5	61720107	61735485	DIMT1L|0.395|39.2%	0.395	.	61720108	61735485	150,105,0
chr5	61744350	61960165	IPO11|0.741|10.6%	0.741	.	61744351	61960165	200,55,0
chr5	63292033	63293302	HTR1A|0.573|20.9%	0.573	.	63292034	63293302	175,80,0
chr5	63497426	63701397	RNF180|0.465|30.7%	0.465	.	63497427	63701397	150,105,0
chr5	63838207	63943875	RGS7BP|0.629|16.9%	0.629	.	63838208	63943875	200,55,0
chr5	64049735	64100252	SFRS12IP1|0.337|47.8%	0.337	.	64049736	64100252	125,130,0
chr5	64100510	64350346	SDCCAG10|0.146|90.8%	0.146	.	64100511	64350346	0,255,0
chr5	64480321	64813460	ADAMTS6|0.490|28.2%	0.490	.	64480322	64813460	175,80,0
chr5	64849348	64894754	CENPK|0.566|21.4%	0.566	.	64849349	64894754	175,80,0
chr5	64894872	64919124	PPWD1|0.470|30.1%	0.470	.	64894873	64919124	150,105,0
chr5	64921267	64955943	TRIM23|0.656|15.1%	0.656	.	64921268	64955943	200,55,0
chr5	64997519	65053697	SGTB|0.371|42.5%	0.371	.	64997520	65053697	125,130,0
chr5	65053833	65155143	NLN|0.443|33.0%	0.443	.	65053834	65155143	150,105,0
chr5	65258157	65412606	ERBB2IP|0.509|26.5%	0.509	.	65258158	65412606	175,80,0
chr5	65475840	65512468	SFRS12|0.579|20.5%	0.579	.	65475841	65512468	175,80,0
chr5	65927931	66501179	MAST4|0.332|48.6%	0.332	.	65927932	66501179	125,130,0
chr5	66513871	66528368	CD180|0.126|94.0%	0.126	.	66513872	66528368	0,255,0
chr5	67558217	67633403	PIK3R1|0.908|3.9%	0.908	.	67558218	67633403	255,0,0
chr5	68425637	68461635	SLC30A5|0.618|17.7%	0.618	.	68425638	68461635	200,55,0
chr5	68498668	68509822	CCNB1|0.998|0.3%	0.998	.	68498669	68509822	255,0,0
chr5	68521130	68541939	CENPH|0.249|65.6%	0.249	.	68521131	68541939	75,180,0
chr5	68549328	68577710	MRPS36|0.216|74.4%	0.216	.	68549329	68577710	50,205,0
chr5	68700879	68746384	RAD17|0.546|23.1%	0.546	.	68700880	68746384	175,80,0
chr5	68746698	68773646	MARVELD2|0.498|27.5%	0.498	.	68746699	68773646	175,80,0
chr5	70918909	70988981	MCCC2|0.089|98.0%	0.089	.	70918910	70988981	0,255,0
chr5	71050749	71052628	CARTPT|0.437|33.7%	0.437	.	71050750	71052628	150,105,0
chr5	71438873	71536822	MAP1B|0.904|4.0%	0.904	.	71438874	71536822	255,0,0
chr5	71551111	71651811	MRPS27|0.111|96.0%	0.111	.	71551112	71651811	0,255,0
